Expr Log Ratio,Note,ID,Symbol,Entrez Gene Name,Location,Type(s)
-2.788,inside,Fsip1,FSIP1,fibrous sheath interacting protein 1,Other,other
-2.788,upstream,Glra2,GLRA2,glycine receptor alpha 2,Plasma Membrane,ion channel
-2.788,downstream,Gm10479,Gm10479,predicted gene 10479,Other,other
-2.788,upstream,Gm15264,Gm15264,tuftelin 1 pseudogene,Other,other
-2.788,downstream,Gm6460,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-2.788,downstream,H1fnt,H1fnt,"H1 histone family, member N, testis-specific",Nucleus,other
-2.788,inside,Nek5,NEK5,NIMA related kinase 5,Other,kinase
-2.788,upstream,Satl1,SATL1,spermidine/spermine N1-acetyl transferase-like 1,Other,other
-2.788,downstream,Tmx1,TMX1,thioredoxin related transmembrane protein 1,Cytoplasm,enzyme
-2.788,inside,Wrn,WRN,Werner syndrome RecQ like helicase,Nucleus,enzyme
-2.836,upstream,Snx2,SNX2,sorting nexin 2,Cytoplasm,transporter
-2.859,downstream,4921530L21Rik,4921530L21Rik,RIKEN cDNA 4921530L21 gene,Other,other
-2.859,downstream,Gm8279,Gm16434 (includes others),predicted gene 6676,Other,other
-2.859,upstream,Lrtm1,Lrtm1,leucine-rich repeats and transmembrane domains 1,Other,other
-2.859,inside,Muc5b,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",Extracellular Space,peptidase
-2.859,inside,Pdss2,PDSS2,decaprenyl diphosphate synthase subunit 2,Cytoplasm,enzyme
-2.859,upstream,Rpl36-ps3,Rpl36-ps3,"ribosomal protein L36, pseudogene 3",Other,other
-2.893,downstream,Gm13937,Gm13937,lactate dehydrogenase A pseudogene,Other,other
-2.926,downstream,Cox7b2,Cox7b2,cytochrome c oxidase subunit VIIb2,Other,other
-2.926,downstream,Gm15394,Gm15394,"DnaJ (Hsp40) homolog, subfamily C, member 10 pseudogene",Other,other
-2.926,upstream,Kcnj8,KCNJ8,potassium voltage-gated channel subfamily J member 8,Plasma Membrane,ion channel
-2.926,upstream,Msl3l2,Msl3l2,male-specific lethal 3-like 2 (Drosophila),Other,other
-2.926,inside,Tbc1d22a,TBC1D22A,TBC1 domain family member 22A,Other,other
-2.926,upstream,Zkscan2,ZKSCAN2,zinc finger with KRAB and SCAN domains 2,Nucleus,transcription regulator
-2.99,upstream,4933411O13Rik,4933411O13Rik,RIKEN cDNA 4933411O13 gene,Other,other
-2.99,upstream,Cdkl4,CDKL4,cyclin dependent kinase like 4,Nucleus,kinase
-2.99,downstream,Gm14632,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-2.99,upstream,Id2,ID2,"inhibitor of DNA binding 2, HLH protein",Nucleus,transcription regulator
-2.99,upstream,Oit1,FAM3D,family with sequence similarity 3 member D,Extracellular Space,cytokine
-3.002,upstream,Fcho1,Fcho1,FCH domain only 1,Plasma Membrane,other
-3.051,upstream,1700084J12Rik,1700084J12Rik,ribosomal protein L7-like 1 pseudogene,Other,other
-3.051,downstream,3110018I06Rik,3110018I06Rik,RIKEN cDNA 3110018I06 gene,Other,other
-3.051,upstream,4921530L21Rik,4921530L21Rik,RIKEN cDNA 4921530L21 gene,Other,other
-3.051,upstream,4930578C19Rik,CXorf36,chromosome X open reading frame 36,Other,other
-3.051,upstream,Aard,AARD,alanine and arginine rich domain containing protein,Other,other
-3.051,inside,Adcy2,ADCY2,adenylate cyclase 2,Plasma Membrane,enzyme
-3.051,upstream,Agk,AGK,acylglycerol kinase,Cytoplasm,kinase
-3.051,upstream,Akr1c14,Akr1c14,"aldo-keto reductase family 1, member C14",Cytoplasm,enzyme
-3.051,downstream,Atg14,ATG14,autophagy related 14,Cytoplasm,other
-3.051,downstream,Atp6v1h,ATP6V1H,ATPase H+ transporting V1 subunit H,Cytoplasm,transporter
-3.051,downstream,BC067074,BC067074,cDNA sequence BC067074,Other,other
-3.051,upstream,C030017K20Rik,C030017K20Rik,RIKEN cDNA C030017K20 gene,Other,other
-3.051,inside,Cd109,CD109,CD109 molecule,Plasma Membrane,other
-3.051,upstream,Cenpw,CENPW,centromere protein W,Nucleus,other
-3.051,upstream,Clnk,CLNK,cytokine dependent hematopoietic cell linker,Cytoplasm,other
-3.051,upstream,Cndp1,CNDP1,carnosine dipeptidase 1,Cytoplasm,peptidase
-3.051,inside,Cops4,COPS4,COP9 signalosome subunit 4,Cytoplasm,peptidase
-3.051,upstream,Cyp3a16,CYP3A5,cytochrome P450 family 3 subfamily A member 5,Cytoplasm,enzyme
-3.051,inside,Dach1,DACH1,dachshund family transcription factor 1,Nucleus,transcription regulator
-3.051,upstream,Dcn,DCN,decorin,Extracellular Space,other
-3.051,upstream,Dedd,DEDD,death effector domain containing,Nucleus,other
-3.051,upstream,Defb39,Defb39,defensin beta 39,Extracellular Space,other
-3.051,upstream,Ednra,EDNRA,endothelin receptor type A,Plasma Membrane,transmembrane receptor
-3.051,upstream,Epha4,EPHA4,EPH receptor A4,Plasma Membrane,kinase
-3.051,upstream,Exo1,EXO1,exonuclease 1,Nucleus,enzyme
-3.051,upstream,Fam174a,FAM174A,family with sequence similarity 174 member A,Extracellular Space,other
-3.051,upstream,Fbxl7,FBXL7,F-box and leucine rich repeat protein 7,Cytoplasm,enzyme
-3.051,inside,Filip1,FILIP1,filamin A interacting protein 1,Cytoplasm,other
-3.051,downstream,Gadd45g,GADD45G,growth arrest and DNA damage inducible gamma,Nucleus,other
-3.051,upstream,Gdnf,GDNF,glial cell derived neurotrophic factor,Extracellular Space,growth factor
-3.051,upstream,Gm10051,Gm10051,predicted pseudogene 10051,Other,other
-3.051,upstream,Gm11953,Gm11953,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Other,other
-3.051,upstream,Gm13308,Gm13308 (includes others),predicted gene 13308,Other,other
-3.051,upstream,Gm13517,Gm13517,"eukaryotic translation initiation factor 4, gamma 1 pseudogene",Other,other
-3.051,upstream,Gm13527,Gm13527,glyceraldehyde-3-phosphate dehydrogenase pseudogene,Other,other
-3.051,upstream,Gm14632,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-3.051,upstream,Gm14898,Gm14898,guanosine diphosphate (GDP) dissociation inhibitor 2 pseudogene,Other,other
-3.051,upstream,Gm14913,Gm14913,tousled-like kinase 1 pseudogene,Other,other
-3.051,upstream,Gm15160,Gm15160,"GDP-mannose 4, 6-dehydratase pseudogene",Other,other
-3.051,downstream,Gm15413,Gm15413,predicted gene 15413,Other,other
-3.051,upstream,Gm15459,Gm15459,heat shock protein 8 pseudogene,Other,other
-3.051,upstream,Gm1840,Gm1840,glucose phosphate isomerase 1 pseudogene,Other,other
-3.051,downstream,Gm3757,SPIN2A/SPIN2B,spindlin family member 2A,Other,other
-3.051,upstream,Gm4825,Gm4825,ribosomal protein L27 pseudogene,Other,other
-3.051,upstream,Gm4994,Gm4994,predicted gene 4994,Other,other
-3.051,upstream,Gm5381,Gm5381,"makorin, ring finger protein, 2 pseudogene",Other,other
-3.051,overlapStart,Gm5639,Gm14685 (includes others),predicted gene 14685,Other,other
-3.051,upstream,Gm5934,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-3.051,upstream,Gm5942,Gm5942,predicted gene 5942,Other,other
-3.051,downstream,Gm6754,Gm6754,predicted pseudogene 6754,Other,other
-3.051,downstream,Gm7146,Gm7146,predicted pseudogene 7146,Other,other
-3.051,upstream,Gm7729,Gm7729,heterogeneous nuclear ribonucleoprotein A1 pseudogene,Other,other
-3.051,downstream,Gm7729,Gm7729,heterogeneous nuclear ribonucleoprotein A1 pseudogene,Other,other
-3.051,upstream,Gm8730,Gm8730,"ribosomal protein, large, P0 pseudogene",Other,other
-3.051,upstream,Gm9387,Gm9387,tetratricopeptide repeat domain 5 pseudogene,Other,other
-3.051,upstream,Gp1ba,GP1BA,glycoprotein Ib platelet alpha subunit,Plasma Membrane,transmembrane receptor
-3.051,upstream,Ifi204,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator
-3.051,inside,Il5ra,IL5RA,interleukin 5 receptor subunit alpha,Plasma Membrane,transmembrane receptor
-3.051,upstream,Il7,IL7,interleukin 7,Extracellular Space,cytokine
-3.051,inside,Isoc1,ISOC1,isochorismatase domain containing 1,Cytoplasm,enzyme
-3.051,upstream,Kcnv1,KCNV1,potassium voltage-gated channel modifier subfamily V member 1,Plasma Membrane,ion channel
-3.051,downstream,Lipi,LIPI,lipase I,Extracellular Space,enzyme
-3.051,upstream,Mbnl1,MBNL1,muscleblind like splicing regulator 1,Nucleus,other
-3.051,upstream,Med27,MED27,mediator complex subunit 27,Nucleus,transcription regulator
-3.051,downstream,Mrgprb3,Mrgprb3,"MAS-related GPR, member B3",Other,other
-3.051,downstream,Mrgprb5,Mrgprb4/Mrgprb5,"MAS-related GPR, member B5",Plasma Membrane,G-protein coupled receptor
-3.051,downstream,Mtrr,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Cytoplasm,enzyme
-3.051,upstream,Myrip,MYRIP,myosin VIIA and Rab interacting protein,Cytoplasm,other
-3.051,upstream,Nedd1,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1",Cytoplasm,other
-3.051,inside,Nell1,NELL1,neural EGFL like 1,Extracellular Space,growth factor
-3.051,upstream,Nrm,NRM,nurim (nuclear envelope membrane protein),Nucleus,other
-3.051,upstream,Ostn,OSTN,osteocrin,Extracellular Space,other
-3.051,upstream,Pnma5,PNMA5,paraneoplastic Ma antigen family member 5,Other,other
-3.051,inside,Pnpla8,PNPLA8,patatin like phospholipase domain containing 8,Cytoplasm,enzyme
-3.051,upstream,Postn,POSTN,periostin,Extracellular Space,other
-3.051,upstream,Rabl2,RABL2A,"RAB, member of RAS oncogene family like 2A",Cytoplasm,enzyme
-3.051,upstream,Rbfox1,RBFOX1,"RNA binding protein, fox-1 homolog 1",Cytoplasm,other
-3.051,downstream,Rbm24,RBM24,RNA binding motif protein 24,Other,other
-3.051,upstream,Rcn1,RCN1,reticulocalbin 1,Cytoplasm,other
-3.051,inside,Rdh9,RDH16,retinol dehydrogenase 16 (all-trans),Cytoplasm,enzyme
-3.051,upstream,Scrg1,SCRG1,stimulator of chondrogenesis 1,Extracellular Space,other
-3.051,upstream,Slc22a8,SLC22A8,solute carrier family 22 member 8,Plasma Membrane,transporter
-3.051,upstream,Slc7a12,Slc7a12,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 12",Plasma Membrane,transporter
-3.051,upstream,Snai2,SNAI2,snail family transcriptional repressor 2,Nucleus,transcription regulator
-3.051,upstream,Spag17,SPAG17,sperm associated antigen 17,Cytoplasm,other
-3.051,upstream,Sprr2a3,Sprr2a3,small proline-rich protein 2A3,Other,other
-3.051,inside,Sprr2a3,Sprr2a3,small proline-rich protein 2A3,Other,other
-3.051,upstream,St18,ST18,"ST18, C2H2C-type zinc finger",Nucleus,transcription regulator
-3.051,downstream,Stfa3,Gm4758,predicted gene 4758,Other,other
-3.051,downstream,Sult1c2,Sult1c2 (includes others),sulfotransferase family 1C member 2,Cytoplasm,enzyme
-3.051,upstream,Tbc1d9,TBC1D9,TBC1 domain family member 9,Plasma Membrane,other
-3.051,downstream,Tmem86b,TMEM86B,transmembrane protein 86B,Cytoplasm,enzyme
-3.051,inside,Tnrc6b,TNRC6B,trinucleotide repeat containing 6B,Other,other
-3.051,inside,Ttn,TTN,titin,Cytoplasm,kinase
-3.051,downstream,Vmn1r63,Vmn1r63 (includes others),vomeronasal 1 receptor 63,Other,other
-3.051,downstream,Xcl1,XCL1,X-C motif chemokine ligand 1,Extracellular Space,cytokine
-3.051,inside,Zcchc7,ZCCHC7,zinc finger CCHC-type containing 7,Nucleus,other
-3.051,upstream,Zfp945,Zfp945,zinc finger protein 945,Other,other
-3.051,downstream,Zscan4f,Zscan4c (includes others),zinc finger and SCAN domain containing 4C,Nucleus,other
-3.077,inside,Gm10037,Gm10037,predicted gene 10037,Other,other
-3.11,downstream,Gm8778,Gm8778,interferon stimulated exonuclease gene 20-like 2 pseudogene,Other,other
-3.129,inside,Zfyve26,ZFYVE26,zinc finger FYVE-type containing 26,Cytoplasm,other
-3.167,downstream,1700017N19Rik,C12orf50,chromosome 12 open reading frame 50,Other,other
-3.167,downstream,2610042L04Rik,2610042L04Rik,RIKEN cDNA 2610042L04 gene,Other,other
-3.167,upstream,4933407E24Rik,4933407E24Rik,RIKEN cDNA 4933407E24 gene,Other,other
-3.167,upstream,5530401A14Rik,5530401A14Rik,RIKEN cDNA 5530401A14 gene,Other,other
-3.167,downstream,Abhd5,ABHD5,abhydrolase domain containing 5,Cytoplasm,enzyme
-3.167,upstream,Appl2,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",Cytoplasm,other
-3.167,downstream,B430305J03Rik,B430305J03Rik,RIKEN cDNA B430305J03 gene,Other,other
-3.167,inside,BC016201,Cngb1,cyclic nucleotide gated channel beta 1,Other,other
-3.167,downstream,BC030500,BC030500,cDNA sequence BC030500,Other,other
-3.167,inside,Capsl,CAPSL,calcyphosine like,Other,other
-3.167,upstream,Cd69,CD69,CD69 molecule,Plasma Membrane,transmembrane receptor
-3.167,upstream,Cdon,CDON,"cell adhesion associated, oncogene regulated",Plasma Membrane,other
-3.167,upstream,Cntnap5a,CNTNAP5,contactin associated protein like 5,Other,other
-3.167,upstream,Dcbld2,DCBLD2,"discoidin, CUB and LCCL domain containing 2",Plasma Membrane,other
-3.167,upstream,Dcn,DCN,decorin,Extracellular Space,other
-3.167,inside,Dpyd,DPYD,dihydropyrimidine dehydrogenase,Cytoplasm,enzyme
-3.167,inside,Elp4,ELP4,elongator acetyltransferase complex subunit 4,Cytoplasm,other
-3.167,downstream,Fam50b,FAM50B,family with sequence similarity 50 member B,Other,other
-3.167,downstream,Fgf10,FGF10,fibroblast growth factor 10,Extracellular Space,growth factor
-3.167,downstream,Glt1d1,GLT1D1,glycosyltransferase 1 domain containing 1,Extracellular Space,enzyme
-3.167,upstream,Gm10012,Gm10012,"cytochrome c oxidase, subunit VIIc pseudogene",Other,other
-3.167,upstream,Gm11189,Gm11189,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor pseudogene",Other,other
-3.167,upstream,Gm11875,Gm11875,predicted gene 11875,Other,other
-3.167,upstream,Gm12830,Gm12830,predicted gene 12830,Other,other
-3.167,upstream,Gm13482,Gm13482,R3H domain containing 2 pseudogene,Other,other
-3.167,downstream,Gm13937,Gm13937,lactate dehydrogenase A pseudogene,Other,other
-3.167,upstream,Gm14971,Gm14971,crumbs homolog 1 pseudogene,Other,other
-3.167,downstream,Gm15355,Gm15355,"ribosomal protein, large, P0 pseudogene",Other,other
-3.167,upstream,Gm5620,Gm5620,"tubulin, alpha 1B pseudogene",Other,other
-3.167,downstream,Gm6954,Gm6954,anaphase promoting complex subunit 13 pseudogene,Other,other
-3.167,downstream,Gm7381,Gm7381,Wilms' tumour 1-associating protein pseudogene,Other,other
-3.167,upstream,Gm9387,Gm9387,tetratricopeptide repeat domain 5 pseudogene,Other,other
-3.167,upstream,Gria1,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,Plasma Membrane,ion channel
-3.167,upstream,Id2,ID2,"inhibitor of DNA binding 2, HLH protein",Nucleus,transcription regulator
-3.167,inside,Ift80,IFT80,intraflagellar transport 80,Extracellular Space,other
-3.167,upstream,Ins2,INS,insulin,Extracellular Space,other
-3.167,upstream,Ivd,IVD,isovaleryl-CoA dehydrogenase,Cytoplasm,enzyme
-3.167,downstream,Mir592,mir-592,microRNA 592,Cytoplasm,microRNA
-3.167,downstream,Mpped1,MPPED1,metallophosphoesterase domain containing 1,Other,other
-3.167,inside,Mtbp,MTBP,MDM2 binding protein,Cytoplasm,other
-3.167,downstream,Mtrr,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Cytoplasm,enzyme
-3.167,downstream,Mut,MUT,methylmalonyl-CoA mutase,Cytoplasm,enzyme
-3.167,downstream,Nfatc1,NFATC1,nuclear factor of activated T-cells 1,Nucleus,transcription regulator
-3.167,inside,Nlrp4c,NLRP4,NLR family pyrin domain containing 4,Cytoplasm,other
-3.167,upstream,Olfr1079,Olfr1079,olfactory receptor 1079,Plasma Membrane,G-protein coupled receptor
-3.167,inside,Optn,OPTN,optineurin,Cytoplasm,other
-3.167,downstream,Parp8,PARP8,poly(ADP-ribose) polymerase family member 8,Other,other
-3.167,upstream,Pkdcc,PKDCC,"protein kinase domain containing, cytoplasmic",Cytoplasm,kinase
-3.167,upstream,Ptger3,PTGER3,prostaglandin E receptor 3,Plasma Membrane,G-protein coupled receptor
-3.167,inside,Rgs10,RGS10,regulator of G protein signaling 10,Cytoplasm,other
-3.167,upstream,Rnpc3,RNPC3,"RNA binding region (RNP1, RRM) containing 3",Nucleus,other
-3.167,downstream,Sec23a,SEC23A,"Sec23 homolog A, coat complex II component",Cytoplasm,transporter
-3.167,inside,Sema4f,SEMA4F,ssemaphorin 4F,Plasma Membrane,other
-3.167,upstream,Sgcz,SGCZ,sarcoglycan zeta,Plasma Membrane,other
-3.167,inside,Sh3bp4,SH3BP4,SH3 domain binding protein 4,Cytoplasm,other
-3.167,inside,Slc10a7,SLC10A7,solute carrier family 10 member 7,Other,transporter
-3.167,downstream,Slc36a1,SLC36A1,solute carrier family 36 member 1,Plasma Membrane,transporter
-3.167,downstream,Stk17b,STK17B,serine/threonine kinase 17b,Nucleus,kinase
-3.167,upstream,Stk4,STK4,serine/threonine kinase 4,Cytoplasm,kinase
-3.167,upstream,Sun1,SUN1,Sad1 and UNC84 domain containing 1,Nucleus,other
-3.167,inside,Syt16,SYT16,synaptotagmin 16,Other,transporter
-3.167,upstream,Sytl3,SYTL3,synaptotagmin like 3,Cytoplasm,other
-3.167,upstream,Tipin,Tipin/Tipinl1,timeless interacting protein,Nucleus,other
-3.167,upstream,Tmem181b-ps,Tmem181b-ps,"transmembrane protein 181B, pseudogene",Other,other
-3.167,downstream,Trhde,TRHDE,thyrotropin releasing hormone degrading enzyme,Plasma Membrane,peptidase
-3.167,upstream,Ttc14,TTC14,tetratricopeptide repeat domain 14,Other,other
-3.167,upstream,Ttc39c,TTC39C,tetratricopeptide repeat domain 39C,Other,other
-3.167,upstream,Usp9y,Usp9y,"ubiquitin specific peptidase 9, Y-linked",Other,other
-3.167,inside,Vmn2r7,Vmn2r6 (includes others),"vomeronasal 2, receptor 6",Plasma Membrane,G-protein coupled receptor
-3.167,inside,Vsnl1,VSNL1,visinin like 1,Cytoplasm,other
-3.274,downstream,Agbl1,AGBL1,ATP/GTP binding protein like 1,Other,peptidase
-3.274,inside,Arhgap18,ARHGAP18,Rho GTPase activating protein 18,Cytoplasm,other
-3.274,inside,BC004004,C6orf89,chromosome 6 open reading frame 89,Cytoplasm,other
-3.274,upstream,Dcaf12l2,DCAF12L2,DDB1 and CUL4 associated factor 12 like 2,Other,other
-3.274,upstream,Ece1,ECE1,endothelin converting enzyme 1,Plasma Membrane,peptidase
-3.274,upstream,Fam49a,FAM49A,family with sequence similarity 49 member A,Other,other
-3.274,upstream,Fgf14,FGF14,fibroblast growth factor 14,Extracellular Space,growth factor
-3.274,downstream,Gm10118,Gm10118,predicted gene 10118,Other,other
-3.274,upstream,Gm10488,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-3.274,upstream,Gm11892,Gm11892,"tubulin, beta 5 pseudogene",Other,other
-3.274,upstream,Gm12413,Gm12413,phosphoglycerate mutase 1 pseudogene,Other,other
-3.274,upstream,Gm14485,Gm14485,peptidylprolyl isomerase A pseudogene x_105.1,Other,other
-3.274,upstream,Gm15160,Gm15160,"GDP-mannose 4, 6-dehydratase pseudogene",Other,other
-3.274,downstream,Gm2288,Gm2288,predicted gene 2288,Other,other
-3.274,downstream,Gm5265,Gm5265,predicted pseudogene 5265,Other,other
-3.274,downstream,Gm5941,1700010D01Rik/Gm5941,predicted gene 5941,Other,other
-3.274,downstream,Gm7367,Gm7367,1110014K08Rik pseudogene,Other,other
-3.274,upstream,Hdac2,HDAC2,histone deacetylase 2,Nucleus,transcription regulator
-3.274,upstream,Hnf4g,HNF4G,hepatocyte nuclear factor 4 gamma,Nucleus,transcription regulator
-3.274,upstream,Klhl11,KLHL11,kelch like family member 11,Other,other
-3.274,upstream,Map3k7,MAP3K7,mitogen-activated protein kinase kinase kinase 7,Cytoplasm,kinase
-3.274,downstream,Mefv,MEFV,"MEFV, pyrin innate immunity regulator",Nucleus,other
-3.274,upstream,Mrpl15,Mrpl15,mitochondrial ribosomal protein L15,Cytoplasm,other
-3.274,inside,Msh2,MSH2,mutS homolog 2,Nucleus,enzyme
-3.274,inside,Mto1,MTO1,mitochondrial tRNA translation optimization 1,Cytoplasm,enzyme
-3.274,upstream,Myrip,MYRIP,myosin VIIA and Rab interacting protein,Cytoplasm,other
-3.274,upstream,Npy2r,NPY2R,neuropeptide Y receptor Y2,Plasma Membrane,G-protein coupled receptor
-3.274,downstream,Papd7,PAPD7,"poly(A) RNA polymerase D7, non-canonical",Nucleus,enzyme
-3.274,downstream,Pdcd6ip,PDCD6IP,programmed cell death 6 interacting protein,Cytoplasm,other
-3.274,downstream,Prss52,Prss52,"protease, serine 52",Other,other
-3.274,upstream,Pter,PTER,phosphotriesterase related,Cytoplasm,enzyme
-3.274,upstream,Rheb,RHEB,Ras homolog enriched in brain,Cytoplasm,enzyme
-3.274,upstream,Rps15a-ps8,Rps15a-ps8,"ribosomal protein S15A, pseudogene 8",Other,other
-3.274,inside,Setbp1,SETBP1,SET binding protein 1,Nucleus,other
-3.274,upstream,Speer3,Speer4a (includes others),spermatogenesis associated glutamate (E)-rich protein 4A,Nucleus,other
-3.274,upstream,Spopl,SPOPL,speckle type BTB/POZ protein like,Other,other
-3.274,upstream,Tprg,TPRG1,tumor protein p63 regulated 1,Cytoplasm,other
-3.274,upstream,Ttc39a,Ttc39a,tetratricopeptide repeat domain 39A,Other,other
-3.274,inside,Zfp385b,ZNF385B,zinc finger protein 385B,Nucleus,other
-3.274,inside,Zfpm2,ZFPM2,"zinc finger protein, FOG family member 2",Nucleus,transcription regulator
-3.373,downstream,5730460C07Rik,5730460C07Rik,RIKEN cDNA 5730460C07 gene,Other,other
-3.373,inside,Abat,ABAT,4-aminobutyrate aminotransferase,Cytoplasm,enzyme
-3.373,downstream,Ankmy2,ANKMY2,ankyrin repeat and MYND domain containing 2,Plasma Membrane,other
-3.373,inside,Card11,CARD11,caspase recruitment domain family member 11,Cytoplasm,kinase
-3.373,downstream,Cdk5r1,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,Nucleus,kinase
-3.373,downstream,Dach1,DACH1,dachshund family transcription factor 1,Nucleus,transcription regulator
-3.373,inside,Fggy,FGGY,FGGY carbohydrate kinase domain containing,Other,other
-3.373,downstream,Gadd45g,GADD45G,growth arrest and DNA damage inducible gamma,Nucleus,other
-3.373,inside,Glrb,GLRB,glycine receptor beta,Plasma Membrane,ion channel
-3.373,upstream,Gm10087,Gm10087,predicted gene 10087,Other,other
-3.373,downstream,Gm13937,Gm13937,lactate dehydrogenase A pseudogene,Other,other
-3.373,downstream,Gm14632,Gm4836 (includes others),predicted gene 4836,Nucleus,other
-3.373,downstream,Gm2066,Gm2066 (includes others),predicted pseudogene 2066,Other,other
-3.373,upstream,Gm3757,SPIN2A/SPIN2B,spindlin family member 2A,Other,other
-3.373,downstream,Gm4991,Gm4991,karyopherin (importin) alpha 2 pseudogene,Other,other
-3.373,upstream,Gm6767,Gm6767,eukaryotic translation elongation factor 1 alpha 1 pseudogene,Other,other
-3.373,upstream,Gm7485,Gm7485,"aldolase A, fructose-bisphosphate pseudogene",Other,other
-3.373,upstream,Gm8271,Gm10408 (includes others),predicted gene 3115,Other,other
-3.373,downstream,Lrrtm1,LRRTM1,leucine rich repeat transmembrane neuronal 1,Plasma Membrane,other
-3.373,inside,Nedd4l,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",Cytoplasm,enzyme
-3.373,inside,Ophn1,OPHN1,oligophrenin 1,Cytoplasm,other
-3.373,upstream,Paqr6,PAQR6,progestin and adipoQ receptor family member 6,Plasma Membrane,other
-3.373,downstream,Rbpsuh-rs3,Rbpsuh-rs3,"recombining binding protein suppressor of hairless (Drosophila), related sequence 3",Other,other
-3.373,downstream,Rbpsuh-rs3,Rbpsuh-rs3,"recombining binding protein suppressor of hairless (Drosophila), related sequence 3",Other,other
-3.373,inside,Rgs20,RGS20,regulator of G protein signaling 20,Cytoplasm,other
-3.373,upstream,Ripk3,RIPK3,receptor interacting serine/threonine kinase 3,Plasma Membrane,kinase
-3.373,upstream,Rpl36-ps10,Rpl36-ps10,"ribosomal protein L36, pseudogene 10",Other,other
-3.373,downstream,Skint3,Gm12814 (includes others),selection and upkeep of intraepithelial T cells 4,Other,other
-3.373,downstream,Srfbp1,SRFBP1,serum response factor binding protein 1,Nucleus,other
-3.373,downstream,Sval3,Sval3,seminal vesicle antigen-like 3,Other,other
-3.373,downstream,Tlr5,TLR5,toll like receptor 5,Plasma Membrane,transmembrane receptor
-3.373,inside,Tubgcp3,Tubgcp3,"tubulin, gamma complex associated protein 3",Cytoplasm,other
-3.373,downstream,Vmn1r19,Vmn1r19,vomeronasal 1 receptor 19,Plasma Membrane,G-protein coupled receptor
-3.373,inside,Wdfy1,Wdfy1,WD repeat and FYVE domain containing 1,Cytoplasm,other
-3.373,inside,Wdfy1,Wdfy1,WD repeat and FYVE domain containing 1,Cytoplasm,other
-3.466,inside,1700110I01Rik,1700110I01Rik,RIKEN cDNA 1700110I01 gene,Other,other
-3.466,inside,6030498E09Rik,6030498E09Rik,RIKEN cDNA 6030498E09 gene,Other,other
-3.466,upstream,Arhgap42,ARHGAP42,Rho GTPase activating protein 42,Other,other
-3.466,inside,BC016201,Cngb1,cyclic nucleotide gated channel beta 1,Other,other
-3.466,downstream,C130026L21Rik,C130026L21Rik,RIKEN cDNA C130026L21 gene,Other,other
-3.466,upstream,Ccr3,CCR3,C-C motif chemokine receptor 3,Plasma Membrane,G-protein coupled receptor
-3.466,inside,Cntnap5a,CNTNAP5,contactin associated protein like 5,Other,other
-3.466,upstream,Cox7c,Cox7c,cytochrome c oxidase subunit VIIc,Cytoplasm,other
-3.466,downstream,Eif4ebp1,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,Cytoplasm,translation regulator
-3.466,downstream,Fgf10,FGF10,fibroblast growth factor 10,Extracellular Space,growth factor
-3.466,upstream,Gm10330,Gm10330,predicted gene 10330,Other,other
-3.466,downstream,Gm11809,Gm11809,PRP3 pre-mRNA processing factor 3 homolog pseudogene,Other,other
-3.466,downstream,Gm14599,Gm14599,X-linked lymphocyte-regulated complex pseudogene,Other,other
-3.466,inside,Gm15080,Ott (includes others),ovary testis transcribed,Other,other
-3.466,downstream,Gm5600,Gm5600,predicted gene 5600,Other,other
-3.466,upstream,Gnai1,GNAI1,G protein subunit alpha i1,Plasma Membrane,enzyme
-3.466,upstream,Ins1,Ins1,insulin I,Extracellular Space,other
-3.466,inside,Itga8,ITGA8,integrin subunit alpha 8,Plasma Membrane,other
-3.466,upstream,Jag1,JAG1,jagged 1,Extracellular Space,growth factor
-3.466,upstream,Pcdh10,Pcdh10,protocadherin 10,Other,other
-3.466,downstream,Ppp1r17,PPP1R17,protein phosphatase 1 regulatory subunit 17,Cytoplasm,other
-3.466,upstream,Serbp1,Serbp1,Serpine1 mRNA binding protein 1,Cytoplasm,other
-3.466,upstream,Wasl,Wasl,Wiskott-Aldrich syndrome-like (human),Cytoplasm,other
-3.554,upstream,Cc2d2a,CC2D2A,coiled-coil and C2 domain containing 2A,Cytoplasm,other
-3.554,inside,Csmd1,CSMD1,CUB and Sushi multiple domains 1,Plasma Membrane,other
